,SubjectEntity,Relation,ObjectEntity
523,PCN-81,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]
524,AUBM-1,hasOrganicLinkers,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
525,CZJ-22,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
526,CZJ-22-Cu,hasOrganicLinkers,[Cu]OC(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)C(=O)O[Cu])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
527,Zn-CZJ-22,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Zn]24(n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])C(=O)[O-]
528,PCN-250'',hasOrganicLinkers,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
529,MMPF-10,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
530,MORF-1,hasOrganicLinkers,C(C[NH2]Cc1ccncc1)CC[NH2]Cc1ccncc1
531,NU-1000,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
532,ZTOF-1,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)[O])C(=O)[O-]
533,NKU-111,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
534,FJU-101,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
535,ZTOF-2,hasOrganicLinkers,C1CN2CCN1CC2
536,JUB-1,hasOrganicLinkers,[O][As]([O])[O]
537,NU-1500-Cr,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc2c(cc1c1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cc(c(c2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc(c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
538,PCN-608-NH2-BDC,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
539,SION-105,hasOrganicLinkers,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)B(c1c(C)c(C)c(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-]
540,PCM-75,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)[P](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
541,MIL-68 (In),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
542,MIL-68 (Ga),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
543,FIR-51,hasOrganicLinkers,[O-]C(=O)C1=CN=N[CH]1
544,TMU-46,hasOrganicLinkers,O=C(c1ccncc1)Nc1ccc(cc1)NC(=O)c1ccncc1
545,JUC155,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
547,NNU-37,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
548,SNNU-150-In,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
549,TO-MOF,hasOrganicLinkers,C[Si](C#Cc1cnccc1C=Cc1ccncc1)(C)C
550,MIL-53 deuterium,hasOrganicLinkers,[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-]
552,NOTT-116,hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2ccc(cc2)c2cc(cc(c2)c2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
553,ZJU-9,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccc2c1cccc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
554,But-33,hasOrganicLinkers,N1=CC(=C[N]1)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C1=C[N]N=C1)c1ccc(cc1)C1=C[N]N=C1
555,But-32,hasOrganicLinkers,N1=NC=C([CH]1)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C1=CN=N[CH]1)c1ccc(cc1)C1=CN=N[CH]1
556,PCN-46,hasOrganicLinkers,[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
557,"catena-((μ2-Iodo)-(μ2-2,11-dithia(3.3)paracyclophane-S,S')-copper(i) acetonitrile clathrate)",hasOrganicLinkers,S1Cc2ccc(cc2)CSCc2ccc(C1)cc2
558,"catena-((μ2-Bromo)-(μ2-2,11-dithia(3.3)paracyclophane-S,S')-copper(i) acetonitrile clathrate)",hasOrganicLinkers,S1Cc2ccc(cc2)CSCc2ccc(C1)cc2
559,FJU-31,hasOrganicLinkers,N1=CC=N[N]1
560,catena-(oxonium pyrrolidinium bis(μ6-5-phosphonoisophthalato)-tri-zinc tetrahydrate),hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-]
561,CAU-17,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
562,DUT-129,hasOrganicLinkers,CC(c1ccccc1)NC1CC2(CCC1(CC2NC(c1ccccc1)C)C(=O)[O-])C(=O)[O-]
563,NENU-507,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccncc1
564,NENU-506,hasOrganicLinkers,[O-]C(=O)c1ccncc1
565,D-NTU-18,hasOrganicLinkers,CC(C(=O)[O-])NCc1ccncc1
566,L-NTU-18,hasOrganicLinkers,CC(C(=O)[O-])NCc1ccncc1
567,MOF-177-OMe,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1[O])c1cc(cc(c1)c1ccc(c(c1)[O])C(=O)[O-])c1ccc(c(c1)[O])C(=O)[O-]
568,ZJU-19,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)[CH]1=C2C=CC3=[N]2[Ni]24n5c1ccc5[CH](=C1[N]2=C(C=C1)[CH](=c1n4c(=[CH]3c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
569,NU-111,hasOrganicLinkers,[O-]C(=O)c1cc(C#CC#Cc2cc(C#CC#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
570,PCN-600(Fe),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Fe]24(n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])(Cl)Cl
571,PCN-600(Co),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Co]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
572,catena-(tetrakis(μ2-Urocanoato)-di-cadmium(ii) ethanol solvate trihydrate),hasOrganicLinkers,[O-]C(=O)C=Cc1cnc[nH]1
573,α-Zn|MCF-51,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)CNCc1ccc(cc1)C(=O)[O-]
574,MIL-126,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
575,MOF-5,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
596,La-ThBTB,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(s1)c1cc(cc(c1)c1ccc(s1)c1ccc(cc1)C(=O)[O-])c1ccc(s1)c1ccc(cc1)C(=O)[O-]
597,La-PhBTTc,hasOrganicLinkers,[O-]C(=O)c1ccc(s1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(s1)C(=O)[O-])c1ccc(cc1)c1ccc(s1)C(=O)[O-]
598,TMOF-3,hasOrganicLinkers,[O]S(Cc1cc(CS([O])([O])[O])c(cc1CS([O])([O])[O])CS([O])([O])[O])([O])[O]
599,CAU-32,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
600,CAU-33,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
601,α-ZIF-65 unknown solvate,hasOrganicLinkers,O=N(=O)C1=NC=C[N]1
603,β-ZIF-65 unknown solvate,hasOrganicLinkers,O=N(=O)C1=NC=C[N]1
605,MIL-53as,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
606,MIL-53ht,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
608,MIL-53,hasOrganicLinkers,[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-]
610,NTU-25,hasOrganicLinkers,Cc1ncn(c1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
611,NTU-23,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)n1cncc1)C(=O)[O-]
612,NTU-24,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)n1ccnc1C)C(=O)[O-]
613,JUC-105,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
614,CTGU-10a1,hasOrganicLinkers,[CH]C(=[CH])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
615,CPO-27-Co,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
616,CPO-27-Mg,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
617,CPO-27-Cu carbon dioxide,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
752,TMU-16,hasOrganicLinkers,CC(=NN=C(c1ccncc1)C)[C]1C=C[N]C=C1
970,CPO-27-Co carbon dioxide,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
977,CPO-27-Ni carbon dioxide,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
991,"catena-[bis(N-Methylmethanaminium) bis(μ4-terephthalato-O,O',O'',O''')-(μ4-terephthalato-O,O,O',O')-(μ2-terephthalato-O,O')-tri-cobalt(ii) dimethylformamide solvate]",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
993,MUT-1,hasOrganicLinkers,O=N(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-]
994,BIF-3-Cu,hasOrganicLinkers,Cc1nccn1[B](n1ccnc1C)(n1ccnc1C)n1ccnc1C
995,IPM-206,hasOrganicLinkers,c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1
996,BUT-72,hasOrganicLinkers,[O-]C(=O)C=Cc1ccc(cc1)c1cc(c2ccc(cc2)C=CC(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C=CC(=O)[O-])c1ccc(cc1)C=CC(=O)[O-]
997,BUT-74,hasOrganicLinkers,[O-]C(=O)C=Cc1ccc(cc1)c1cc(c2ccc(cc2)C=CC(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C=CC(=O)[O-])c1ccc(cc1)C=CC(=O)[O-]
998,Co(II)-TMU-63,hasOrganicLinkers,Nc1ncc(nc1)N
999,PMOF-2(Zn),hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2cc(C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
1000,MOF-217,hasOrganicLinkers,[O]c1cc(ccc1[O])C1=NC(=[N]=C([N]1)c1ccc(c(c1)[O])[O])c1ccc(c(c1)[O])[O]
1003,JLU-Liu16,hasOrganicLinkers,C1CN2CCN1CC2
1004,JLU-Liu17,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cncc(c1)C(=O)[O-]
1005,MUF-15-F methanol solvate,hasOrganicLinkers,Fc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1006,MUF-15-CH3 methanol solvate,hasOrganicLinkers,Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1007,MUF-15-Br,hasOrganicLinkers,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1008,InOF-12,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1009,InOF-13,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1010,"catena-[bis(μ-d-camphorato)-hexakis(μ-5-methyl-tetrazolato)-tetra-zinc N,N-dimethylformamide solvate]|MOZ-51",hasOrganicLinkers,CC1=NN=N[N]1
1011,Mg-MOF-1,hasOrganicLinkers,[O-]C(=O)c1cncc(c1)C(=O)[O-]
1012,γ-MUF-10,hasOrganicLinkers,[O-]C(=O)c1ccc2-c3ccc(cc3N=C(C(=Nc2c1)c1ccccc1)c1ccccc1)C(=O)[O-]
1013,UTSA-68,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1014,BIF-41,hasOrganicLinkers,[O-]C(=O)CCCCC(=O)[O-]
1015,BIF-42,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
1016,LIFM-38,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1C(F)(F)F)c1ccc(c(c1)C(F)(F)F)C(=O)[O-]
1017,NTU-140,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1ccc(cc1)C(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-]
1018,NTU-141,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1ccc(cc1)C(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)[O-]
1019,catena-[tris(μ-glutarato)-triaqua-di-lanthanum(iii) pentahydrate],hasOrganicLinkers,[O-]C(=O)CCCC(=O)[O-]
1020,amino-MIL53(Al) NP form,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]
1021,"catena-(octakis(μ2-Urocanato-N3,O)-tetra-zinc(ii) heptadecahydrate)",hasOrganicLinkers,[O-]C(=O)C=Cc1cnc[nH]1
1022,activated COK-18,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1023,NKU-112,hasOrganicLinkers,O=C(c1ccc(s1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1024,catena-(bis(μ3-Terephthalato)-(μ2-terephthalato)-hexa-aqua-di-erbium(iii) dihydrate),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
1025,"catena-(bis((μ3-Nicotinato-N,O,O')-(μ2-nicotinato-N,O))-(μ2-aqua)-di-cobalt)",hasOrganicLinkers,[O-]C(=O)c1cccnc1
1026,MFM-133(Hf),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1027,MFM-133(Hf),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=[C]C(=C(C(=C1C)C1=C(C)C(=[C]C(=C1C)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])C)c1ccc(cc1)C(=O)[O-]
1028,PCN-6'|Teaching Subset: MOFs,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1029,MOF-HTB|Teaching Subset: MOFs,hasOrganicLinkers,[N]C1=NC(=[N]=[C]2=NC(=[N]=[C](=NC(=N1)c1ccc(cc1)C(=O)[O-])[N]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1030,MOF-HTB'|Teaching Subset: MOFs,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC2=NC(=[N]=C3N2C(=NC(=N3)c2ccc(cc2)C(=O)[O-])[N]1)c1ccc(cc1)C(=O)[O-]
1031,ZIF-8-6.05Ar,hasOrganicLinkers,CC1=NC=C[N]1
1032,ZIF-8 unknown solvate,hasOrganicLinkers,CC1=NC=C[N]1
1033,ZIF-8 6.32Ar,hasOrganicLinkers,CC1=NC=C[N]1
1034,ZIF-8 8.27methane,hasOrganicLinkers,CC1=NC=C[N]1
1035,ZIF-8 9.76methane,hasOrganicLinkers,CC1=NC=C[N]1
1036,ZIF-8 3.25methane,hasOrganicLinkers,CC1=NC=C[N]1
1037,ZIF-8 4.22dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1038,ZIF-8 4.44dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1039,ZIF-8 5.63dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1040,ZIF-8 6.21dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1041,ZIF-8 5.9Ar,hasOrganicLinkers,CC1=NC=C[N]1
1042,ZIF-8 6.23dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1043,ZIF-8 6.29dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1044,ZIF-8 5.5dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1045,ZIF-8 10.08methane,hasOrganicLinkers,CC1=NC=C[N]1
1046,ZIF-8 6.06dioxygen,hasOrganicLinkers,CC1=NC=C[N]1
1047,ZIF-8 6.18dioxygen,hasOrganicLinkers,CC1=NC=C[N]1
1048,ZIF-8 8.16dioxygen,hasOrganicLinkers,CC1=NC=C[N]1
1049,ZIF-8 8.40dioxygen,hasOrganicLinkers,CC1=NC=C[N]1
1050,ZIF-8 8.25dinitrogen,hasOrganicLinkers,CC1=NC=C[N]1
1051,ZIF-8 5.5methane,hasOrganicLinkers,CC1=NC=C[N]1
1052,ZIF-8 4.08methane,hasOrganicLinkers,CC1=NC=C[N]1
1053,PCN-609,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1)c1cc(cc(c1[nH]2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1054,NHU-23,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-]
1055,HNU-24,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-]
1056,Zr-UiO-66-PZDC,hasOrganicLinkers,[O-]C(=O)c1[nH][n-]c(c1)C(=O)[O-]
1057,PUM210,hasOrganicLinkers,O=C(c1ccncc1)Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1ccncc1
1058,IFMC-200,hasOrganicLinkers,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
1059,PCN-38,hasOrganicLinkers,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])C(c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)(C)C)c1ccc(cc1)C(=O)[O-]
1060,MROF-12,hasOrganicLinkers,CC1=C(C(=N[N]1)C)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)C1=C(C)N=N[C]1C
1061,MFM-300(Al)|NOTT-300(Al),hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1064,MIL-112,hasOrganicLinkers,[O-]C(=O)Cn1nnc(c1)c1cc(cc(c1)c1nnn(c1)CC(=O)[O-])c1nnn(c1)CC(=O)[O-]
1065,ZJNU-91,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=CS[C]2[C]1SC=C2c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1066,NTU-Z11,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1067,NTU-Z10,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1068,NTU-Z8,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1069,"catena-[(μ-5,11,17,23-tetra-t-butylthiacalix[4]arene-25,26,27,28-tetrakis(pyridin-3-ylmethoxy))-dibromo-cadmium chloroform solvate]",hasOrganicLinkers,CC(c1cc2Sc3cc(cc(c3OCc3cccnc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2OCc1cccnc1)cc(c4)C(C)(C)C)OCc1cccnc1)c3OCc1cccnc1)C(C)(C)C)C(C)(C)C)(C)C
1070,SCNU-Z1-Cl*,hasOrganicLinkers,n1ccn(c1)c1cc(cc(c1)C1=NN=N[N]1)n1ccnc1
1071,CZJ-18(H),hasOrganicLinkers,[O-]C(=O)C
1072,SNNU-51,hasOrganicLinkers,[O-]C(=O)c1ccc(cn1)C(=O)[O-]
1073,SNNU-52,hasOrganicLinkers,[O-]C(=O)c1ccc(cn1)C(=O)[O-]
1074,SNNU-54,hasOrganicLinkers,[O-]C(=O)c1ccc(cn1)C(=O)[O-]
1075,IRMOF-23terp,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
1076,IRMOF-25terPh,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
1077,IRMOF-pentane,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
1078,"catena-((μ8-2,5-Dioxyterephthalato)-di-nickel(ii) carbon dioxide)",hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
1079,InOF-18-2,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1c1cccc(n1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-]
1080,V105,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1081,PCN-514-DMA complex,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1082,PCN-518,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
1083,Mg-CUK-1 nonahydrate,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1084,Mg-CUK-1,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1086,Mg-CUK-1 pyridine solvate,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1087,Mg-CUK-1 toluene solvate,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1088,Mg-CUK-1 p-xylene solvate,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1090,Mg-CUK-1 p-divinylbenzene solvate,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)C(=O)[O-]
1091,FCS-2,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1092,ZJNU-15,hasOrganicLinkers,Nc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
1093,JXNU-6,hasOrganicLinkers,[O-]C(=O)c1c(F)cc(cc1F)c1cc(F)c(c(c1)F)C(=O)[O-]
1094,IRMOF-61,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]
1095,IRMOF-62,hasOrganicLinkers,[O-]C(=O)C1=C[CH]C(=C=[C]C#Cc2ccc(cc2)C(=O)[O-])C=C1
1096,COK-69cp,hasOrganicLinkers,[O-]C(=O)C1CCC(CC1)C(=O)[O-]
