,SubjectEntity,Relation,ObjectEntity
1677,NUM-1,hasCrystalSystem,monoclinic
1678,FJI-C5,hasCrystalSystem,orthorhombic
1679,FJI-C3,hasCrystalSystem,monoclinic
1680,MCIF-2,hasCrystalSystem,orthorhombic
1681,Co-PMOF,hasCrystalSystem,orthorhombic
1682,CZJ-1-a,hasCrystalSystem,monoclinic
1683,TJT-100,hasCrystalSystem,orthorhombic
1684,AHU-TW2,hasCrystalSystem,orthorhombic
1685,MIL-59,hasCrystalSystem,cubic
1686,"catena-[(μ4-Oxalato-O,O,O',O'',O'',O''')-tetrakis(μ3-3-pyridinecarboxylato-N,O,O')-(μ2-oxalato-O,O',O'',O''')-di-copper(i)-di-lanthanum(iii) dihydrate]",hasCrystalSystem,monoclinic
1687,BUT-302,hasCrystalSystem,trigonal
1688,JLU-Liu3,hasCrystalSystem,orthorhombic
1689,InOF-4,hasCrystalSystem,tetragonal
1690,TMU-8,hasCrystalSystem,triclinic
1691,"catena-(bis(μ2-4,4'-bipyridine)-bis(μ2-thiosulfato)-tetraaqua-di-cadmium tetrahydrate)",hasCrystalSystem,monoclinic
1692,PCN-250,hasCrystalSystem,cubic
1694,PFC-17,hasCrystalSystem,tetragonal
1695,I2@MFM-300-V(IV),hasCrystalSystem,tetragonal
1696,DUT-71,hasCrystalSystem,tetragonal
1697,DUT-73b,hasCrystalSystem,orthorhombic
1698,UNM-2,hasCrystalSystem,monoclinic
1699,UNM-4,hasCrystalSystem,monoclinic
1700,UNM-5,hasCrystalSystem,monoclinic
1701,α-PCMOF21-Br,hasCrystalSystem,triclinic
1702,"catena-(bis(μ-2,4,6-tris(4-pyridyl)-1,3,5-triazine)-hexachloro-tri-zinc hemkis(6-{[5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid) cyclohexane solvate)",hasCrystalSystem,monoclinic
1703,MIL-53-muc,hasCrystalSystem,monoclinic
1704,PCN-427,hasCrystalSystem,tetragonal
1705,UPC-5,hasCrystalSystem,triclinic
1706,JLU-Liu7,hasCrystalSystem,orthorhombic
1707,CD-MOF-4,hasCrystalSystem,tetragonal
1708,JLU-Liu37,hasCrystalSystem,orthorhombic
1709,JLU-Liu38,hasCrystalSystem,orthorhombic
1710,NTU-26,hasCrystalSystem,triclinic
1711,MIL-88D,hasCrystalSystem,hexagonal
1712,catena-[hexakis(μ-D-penicilliamine)-tetraaqua-di-cobalt(iii)-tri-copper(i)-tri-sodium(i) ethanol solvate pentahydrate],hasCrystalSystem,monoclinic
1713,VPI-100(Ni),hasCrystalSystem,tetragonal
1714,VPI-100(Cu),hasCrystalSystem,tetragonal
1715,ZIF-65 methanol solvate,hasCrystalSystem,cubic
1724,FJU-16,hasCrystalSystem,orthorhombic
1725,FJU-17,hasCrystalSystem,monoclinic
1726,CALF-25,hasCrystalSystem,monoclinic
1727,PCN-58,hasCrystalSystem,cubic
1728,MFM-300(Al)(NO2)2(N2O4)2,hasCrystalSystem,tetragonal
1729,"catena-((μ4-3,3',5,5'-Tetramethyl-4,4'-bipyrazolato)-di-silver(i))",hasCrystalSystem,cubic
1730,SCU-16,hasCrystalSystem,monoclinic
1731,BUT-29,hasCrystalSystem,monoclinic
1732,CPM-311-RR,hasCrystalSystem,hexagonal
1733,MFM-127,hasCrystalSystem,rhombohedral
1734,MFM-127 1.2 CO2,hasCrystalSystem,rhombohedral
1736,FJI-Y9,hasCrystalSystem,orthorhombic
1737,VNU-21,hasCrystalSystem,orthorhombic
1738,MAC-6-Co2,hasCrystalSystem,monoclinic
1739,PMOF-4,hasCrystalSystem,cubic
1740,QUST-81,hasCrystalSystem,cubic
1741,CAU-16,hasCrystalSystem,monoclinic
1742,JUC-124,hasCrystalSystem,rhombohedral
1743,HPU-12,hasCrystalSystem,triclinic
1744,UoC-1,hasCrystalSystem,rhombohedral
1745,UoC-2,hasCrystalSystem,triclinic
1746,MAF-X5,hasCrystalSystem,rhombohedral
1747,reo-MOF-1,hasCrystalSystem,cubic
1748,pentaMOF-2,hasCrystalSystem,monoclinic
1749,NAT-MOF-2,hasCrystalSystem,monoclinic
1750,TMU-21,hasCrystalSystem,monoclinic
1751,PCN-21,hasCrystalSystem,cubic
1752,ZJNU-10,hasCrystalSystem,orthorhombic
1753,bio-MOF-11,hasCrystalSystem,tetragonal
1754,NUIG1,hasCrystalSystem,monoclinic
1755,PCN-226(Cu),hasCrystalSystem,orthorhombic
1756,PCN-226(Co),hasCrystalSystem,orthorhombic
1757,MAF-49 hemihydrate,hasCrystalSystem,trigonal
1758,MAF-49,hasCrystalSystem,trigonal
1759,MAF-49 ethane,hasCrystalSystem,trigonal
1760,MAF-49 ethene,hasCrystalSystem,trigonal
1761,MAF-49 (carbon dioxide),hasCrystalSystem,trigonal
1762,CPL-1 bis(dioxygen),hasCrystalSystem,monoclinic
1763,UPJS-6,hasCrystalSystem,orthorhombic
1764,UPJS-9,hasCrystalSystem,monoclinic
1765,H2O@MIL-161,hasCrystalSystem,tetragonal
1766,DMF@MIL-161,hasCrystalSystem,tetragonal
1767,MAF-23-C4H6,hasCrystalSystem,monoclinic
1768,MAF-23-n-C4H8,hasCrystalSystem,monoclinic
1769,MAF-23-C4H10,hasCrystalSystem,monoclinic
1770,MAF-23-i-C4H8,hasCrystalSystem,monoclinic
1771,NNU-15(Ce),hasCrystalSystem,triclinic
1772,NNU-15(Dy),hasCrystalSystem,triclinic
1773,NNU-15(Tb),hasCrystalSystem,triclinic
1774,MFM-300(Fe),hasCrystalSystem,tetragonal
1775,JUC-199a,hasCrystalSystem,monoclinic
1776,CAU-8,hasCrystalSystem,tetragonal
1777,catena-(bis(μ4-hexakis(4-cyanophenyl)[3]radialene)-di-copper(i) bis(hexafluorophosphate) nitromethane solvate),hasCrystalSystem,orthorhombic
1778,catena-(bis(μ4-hexakis(4-cyanophenyl)[3]radialene)-di-copper(i) bis(tetrafluoroborate) nitromethane solvate),hasCrystalSystem,orthorhombic
1779,catena-(bis(μ6-hexakis(4-cyanophenyl)[3]radialene)-hexa-silver(i) hexaperchlorate nitromethane solvate),hasCrystalSystem,orthorhombic
1780,VNU-20,hasCrystalSystem,monoclinic
1781,JUC-99,hasCrystalSystem,orthorhombic
1782,IFMC-16,hasCrystalSystem,tetragonal
1783,JLU-MOF52,hasCrystalSystem,orthorhombic
1784,ZJNU-87,hasCrystalSystem,hexagonal
1785,Cd-TTPBA-4,hasCrystalSystem,orthorhombic
1786,IMP-23,hasCrystalSystem,tetragonal
1787,WUF-16,hasCrystalSystem,monoclinic
1788,LIFM-100-pentanol,hasCrystalSystem,monoclinic
1789,LIFM-100,hasCrystalSystem,monoclinic
1790,"catena-[(μ-5,5-(4,5-bis(4-(tetrazolato-5-yl)phenyl)-[1,1:2,1-terphenyl]-4,4-diyl)bis(tetrazolato))-tetra-copper(i)]",hasCrystalSystem,triclinic
1791,DUT-67_D2O_loading1,hasCrystalSystem,cubic
1792,DUT-67_D2O_loading2,hasCrystalSystem,cubic
1793,DUT-67-loading3,hasCrystalSystem,cubic
1794,CAU-23,hasCrystalSystem,orthorhombic
1795,HBU-18,hasCrystalSystem,tetragonal
1796,POST-66(Y),hasCrystalSystem,cubic
1797,ZnBTCA-T,hasCrystalSystem,triclinic
1798,CAU-21,hasCrystalSystem,tetragonal
1799,ZU-36-Ni,hasCrystalSystem,tetragonal
